1,0501522,2,5,26
1,0520253,4,4,16
1,0520991,3,3,31
1,0560132,11,5,35
1,0570096,15,8,36
1,0570098,8,5,32
1,0570914,2,10,24
1,0576000517,4,9,40
1,0580389,2,2,41
1,0850289,7,6,21
1,1370211,20,4,43
1,1390153,14,1,36
1,1390194,14,2,13
1,1390452,13,5,20
1,1000044,14,8,28
1,1000056,18,7,35
1,1000148,20,2,11
1,1000238,17,10,17
1,1000431,14,9,42
1,1000452,13,1,46
1,1000537,9,8,23
1,1000547,15,7,11
1,1090930,10,8,19
1,1193029,6,10,23
1,1270564,8,10,21
1,1290328,12,5,26
1,1670140,11,10,21
1,1670509,14,4,27
1,3160023,6,8,45
1,4000312,18,9,25
1,4010157,19,1,20
1,4020078,12,10,26
1,4021351,5,3,47
1,4070764,3,1,37
1,4080061,10,3,43
1,4117935,13,4,41
1,4120030,8,2,10
1,4124518,3,10,23
1,4140742,4,7,34
1,4141987,19,2,44
1,4142371,8,1,47
1,4156092,10,5,45
1,4170681,14,9,16
1,6000473,14,7,30
1,6000573,16,10,38
1,6000969,6,4,27
1,6011211,7,10,17
1,6012626,9,2,24
1,6015457,12,4,28
1,6031681,6,8,22
1,6052664,13,5,46
1,6090351,7,8,41
1,6120343,19,8,24
1,6130254,17,2,42
1,6132171,20,3,35
1,6150292,20,7,10
1,5010686,10,9,17
1,5010729,10,3,21
1,6255877,4,6,23
1,6258653,15,7,21
1,6280218,18,8,47
1,6280952,20,5,32
1,6282298,10,1,24
1,6282301,14,2,27
1,6282309,11,3,41
1,6283610,6,9,46
1,6286396,13,7,15
1,6300032,2,10,45
1,6300303,1,8,23
1,6300323,3,1,21
1,3400042,10,4,17
1,3400216,14,4,35
1,3400243,13,6,35
1,3400290,17,7,14
1,3400320,8,10,27
1,3400390,15,3,49
1,3400393,9,10,46
1,3400506,20,8,20
1,3400513,12,3,27
1,3401934,17,4,23
1,3402171,13,6,45
2,0501522,12,9,44
2,0520253,17,8,28
2,0520991,18,9,48
2,0560132,16,9,39
2,0570096,10,8,50
2,0570098,12,7,40
2,0570914,5,3,14
2,0576000517,16,10,50
2,0580389,14,10,39
2,0850289,12,3,13
2,1370211,18,10,38
2,1390153,17,5,36
2,1390194,1,4,16
2,1390452,3,7,49
2,1000044,5,6,11
2,1000056,18,2,41
2,1000148,9,6,24
2,1000238,3,9,28
2,1000431,9,6,48
2,1000452,20,2,10
2,1000537,7,5,42
2,1000547,5,8,38
2,1090930,15,1,24
2,1193029,14,10,17
2,1270564,6,7,31
2,1290328,13,10,16
2,1670140,2,2,38
2,1670509,1,1,10
2,3160023,19,8,16
2,4000312,10,8,49
2,4010157,19,6,28
2,4020078,18,3,29
2,4021351,18,3,12
2,4070764,17,1,31
2,4080061,6,6,20
2,4117935,12,4,12
2,4120030,5,4,40
2,4124518,12,8,15
2,4140742,14,5,25
2,4141987,7,1,42
2,4142371,8,1,16
2,4156092,5,6,13
2,4170681,1,6,49
2,6000473,18,2,32
2,6000573,9,9,42
2,6000969,5,3,37
2,6011211,11,10,46
2,6012626,7,9,39
2,6015457,9,7,27
2,6031681,19,5,46
2,6052664,12,7,50
2,6090351,7,2,42
2,6120343,1,3,18
2,6130254,13,5,12
2,6132171,9,2,27
2,6150292,6,1,17
2,5010686,5,1,15
2,5010729,14,3,21
2,6255877,9,8,43
2,6258653,9,1,16
2,6280218,12,7,16
2,6280952,16,10,43
2,6282298,15,4,16
2,6282301,10,6,33
2,6282309,14,6,26
2,6283610,20,8,22
2,6286396,4,10,10
2,6300032,16,10,45
2,6300303,18,3,48
2,6300323,14,3,38
2,3400042,10,4,10
2,3400216,5,2,46
2,3400243,17,4,19
2,3400290,13,3,37
2,3400320,10,3,17
2,3400390,15,2,20
2,3400393,15,2,32
2,3400506,6,3,34
2,3400513,6,10,25
2,3401934,17,10,29
2,3402171,20,2,32
3,0501522,16,4,11
3,0520253,7,2,45
3,0520991,4,8,39
3,0560132,18,9,40
3,0570096,7,3,27
3,0570098,16,2,46
3,0570914,13,10,47
3,0576000517,9,3,38
3,0580389,16,7,35
3,0850289,18,9,36
3,1370211,1,4,48
3,1390153,4,7,26
3,1390194,18,7,20
3,1390452,7,7,28
3,1000044,6,5,21
3,1000056,10,10,43
3,1000148,16,1,18
3,1000238,3,10,35
3,1000431,15,6,28
3,1000452,4,6,13
3,1000537,9,10,10
3,1000547,14,8,28
3,1090930,20,1,36
3,1193029,16,3,17
3,1270564,3,5,14
3,1290328,14,3,22
3,1670140,3,8,34
3,1670509,3,8,28
3,3160023,19,2,37
3,4000312,2,5,33
3,4010157,19,1,25
3,4020078,6,2,39
3,4021351,20,6,42
3,4070764,1,4,10
3,4080061,3,4,26
3,4117935,3,1,29
3,4120030,8,5,45
3,4124518,6,9,45
3,4140742,12,10,24
3,4141987,14,10,15
3,4142371,19,5,28
3,4156092,16,3,11
3,4170681,14,7,14
3,6000473,8,5,38
3,6000573,2,9,48
3,6000969,2,5,18
3,6011211,4,6,49
3,6012626,11,10,48
3,6015457,4,10,27
3,6031681,12,3,40
3,6052664,14,4,17
3,6090351,18,1,48
3,6120343,19,2,12
3,6130254,16,7,18
3,6132171,1,7,32
3,6150292,14,6,25
3,5010686,9,6,44
3,5010729,17,8,48
3,6255877,2,8,41
3,6258653,17,10,11
3,6280218,18,4,27
3,6280952,16,4,47
3,6282298,15,6,23
3,6282301,1,2,44
3,6282309,14,1,30
3,6283610,15,2,43
3,6286396,12,9,35
3,6300032,10,2,31
3,6300303,4,8,36
3,6300323,2,9,38
3,3400042,1,2,40
3,3400216,3,5,29
3,3400243,15,4,47
3,3400290,12,8,28
3,3400320,1,5,32
3,3400390,19,7,50
3,3400393,4,1,23
3,3400506,11,2,17
3,3400513,5,8,45
3,3401934,5,3,26
3,3402171,18,4,30
4,0501522,16,7,22
4,0520253,6,7,28
4,0520991,12,2,29
4,0560132,6,10,50
4,0570096,18,10,32
4,0570098,10,9,36
4,0570914,7,8,27
4,0576000517,9,9,38
4,0580389,10,2,19
4,0850289,12,1,47
4,1370211,17,3,43
4,1390153,5,8,15
4,1390194,8,5,42
4,1390452,19,1,24
4,1000044,5,6,49
4,1000056,5,7,50
4,1000148,5,2,40
4,1000238,13,3,30
4,1000431,20,4,37
4,1000452,3,2,27
4,1000537,7,3,39
4,1000547,3,1,49
4,1090930,3,10,34
4,1193029,5,4,33
4,1270564,1,1,15
4,1290328,9,5,16
4,1670140,15,2,46
4,1670509,6,1,17
4,3160023,20,1,13
4,4000312,1,6,49
4,4010157,13,9,39
4,4020078,9,2,24
4,4021351,10,6,18
4,4070764,11,10,21
4,4080061,12,6,30
4,4117935,12,4,28
4,4120030,17,2,17
4,4124518,8,7,19
4,4140742,6,3,20
4,4141987,12,6,24
4,4142371,13,8,20
4,4156092,5,10,49
4,4170681,8,5,16
4,6000473,11,6,38
4,6000573,1,3,48
4,6000969,17,9,27
4,6011211,20,10,11
4,6012626,9,4,48
4,6015457,10,1,40
4,6031681,6,6,46
4,6052664,2,6,45
4,6090351,19,1,44
4,6120343,17,9,31
4,6130254,13,9,28
4,6132171,4,4,48
4,6150292,17,6,37
4,5010686,5,1,46
4,5010729,10,7,49
4,6255877,9,4,21
4,6258653,18,4,12
4,6280218,5,1,41
4,6280952,9,10,49
4,6282298,1,4,23
4,6282301,9,3,50
4,6282309,15,9,10
4,6283610,3,1,16
4,6286396,17,2,41
4,6300032,4,7,29
4,6300303,2,9,36
4,6300323,2,8,41
4,3400042,19,1,17
4,3400216,5,9,15
4,3400243,8,9,13
4,3400290,13,10,28
4,3400320,13,7,22
4,3400390,18,3,21
4,3400393,4,1,20
4,3400506,16,1,34
4,3400513,17,10,18
4,3401934,9,3,10
4,3402171,1,7,11
5,0501522,11,7,39
5,0520253,7,8,21
5,0520991,12,1,42
5,0560132,11,5,29
5,0570096,9,1,50
5,0570098,17,5,20
5,0570914,19,3,13
5,0576000517,10,1,46
5,0580389,15,5,29
5,0850289,9,10,48
5,1370211,6,6,25
5,1390153,16,8,34
5,1390194,13,8,23
5,1390452,14,3,40
5,1000044,5,5,38
5,1000056,6,6,16
5,1000148,15,4,38
5,1000238,6,4,24
5,1000431,10,6,38
5,1000452,15,3,36
5,1000537,14,1,43
5,1000547,20,6,36
5,1090930,20,5,49
5,1193029,15,6,40
5,1270564,8,6,45
5,1290328,13,9,32
5,1670140,15,8,28
5,1670509,16,8,18
5,3160023,9,7,50
5,4000312,12,7,23
5,4010157,4,9,16
5,4020078,3,1,16
5,4021351,4,4,41
5,4070764,19,3,46
5,4080061,16,2,31
5,4117935,16,5,35
5,4120030,7,7,26
5,4124518,9,3,42
5,4140742,16,2,39
5,4141987,17,4,48
5,4142371,10,8,17
5,4156092,17,6,50
5,4170681,7,9,46
5,6000473,10,10,33
5,6000573,18,2,24
5,6000969,11,1,18
5,6011211,18,7,39
5,6012626,2,6,34
5,6015457,9,10,35
5,6031681,12,2,50
5,6052664,10,9,12
5,6090351,18,9,15
5,6120343,6,4,39
5,6130254,18,7,34
5,6132171,6,9,19
5,6150292,8,2,24
5,5010686,17,3,11
5,5010729,2,7,18
5,6255877,19,3,23
5,6258653,19,7,42
5,6280218,16,7,13
5,6280952,12,6,12
5,6282298,2,7,38
5,6282301,7,4,26
5,6282309,20,10,26
5,6283610,3,4,38
5,6286396,20,4,49
5,6300032,11,6,18
5,6300303,10,4,13
5,6300323,16,1,10
5,3400042,7,5,23
5,3400216,13,8,30
5,3400243,1,6,46
5,3400290,12,4,30
5,3400320,5,5,38
5,3400390,6,9,30
5,3400393,17,7,25
5,3400506,6,2,25
5,3400513,8,8,22
5,3401934,11,4,29
5,3402171,19,9,24
6,0501522,11,9,16
6,0520253,15,9,12
6,0520991,7,4,35
6,0560132,4,5,19
6,0570096,17,6,37
6,0570098,18,10,12
6,0570914,3,7,40
6,0576000517,19,8,25
6,0580389,15,10,22
6,0850289,19,7,29
6,1370211,12,4,20
6,1390153,3,9,15
6,1390194,1,2,30
6,1390452,17,2,38
6,1000044,18,1,10
6,1000056,5,1,22
6,1000148,17,9,32
6,1000238,3,4,37
6,1000431,2,5,17
6,1000452,1,7,32
6,1000537,6,1,24
6,1000547,17,5,10
6,1090930,11,4,11
6,1193029,18,7,33
6,1270564,15,1,34
6,1290328,8,6,37
6,1670140,14,10,29
6,1670509,19,3,23
6,3160023,7,10,27
6,4000312,16,1,26
6,4010157,3,9,16
6,4020078,8,2,11
6,4021351,11,10,39
6,4070764,10,9,15
6,4080061,5,1,26
6,4117935,19,5,24
6,4120030,5,6,18
6,4124518,7,4,42
6,4140742,9,2,14
6,4141987,11,3,30
6,4142371,8,5,29
6,4156092,10,7,16
6,4170681,15,5,30
6,6000473,18,6,13
6,6000573,18,7,14
6,6000969,1,5,25
6,6011211,14,3,46
6,6012626,18,3,47
6,6015457,15,2,40
6,6031681,2,8,38
6,6052664,7,5,22
6,6090351,12,9,14
6,6120343,10,6,32
6,6130254,10,6,38
6,6132171,2,2,47
6,6150292,3,10,30
6,5010686,8,8,20
6,5010729,14,4,21
6,6255877,1,2,17
6,6258653,18,2,22
6,6280218,10,8,30
6,6280952,8,10,15
6,6282298,7,7,15
6,6282301,15,9,48
6,6282309,15,9,17
6,6283610,7,9,35
6,6286396,1,9,15
6,6300032,7,9,25
6,6300303,13,6,35
6,6300323,2,6,30
6,3400042,15,10,30
6,3400216,14,6,15
6,3400243,14,4,38
6,3400290,8,5,16
6,3400320,13,5,41
6,3400390,4,9,12
6,3400393,6,7,48
6,3400506,11,7,46
6,3400513,15,1,41
6,3401934,12,9,14
6,3402171,10,3,36
7,0501522,6,5,23
7,0520253,2,7,11
7,0520991,10,8,43
7,0560132,3,6,49
7,0570096,6,9,10
7,0570098,8,9,24
7,0570914,7,5,38
7,0576000517,12,5,29
7,0580389,4,2,24
7,0850289,4,7,28
7,1370211,10,10,34
7,1390153,11,1,38
7,1390194,8,2,20
7,1390452,9,10,43
7,1000044,3,3,17
7,1000056,9,2,11
7,1000148,6,2,47
7,1000238,16,4,10
7,1000431,14,9,29
7,1000452,14,3,20
7,1000537,12,7,43
7,1000547,10,1,36
7,1090930,20,1,20
7,1193029,3,2,12
7,1270564,17,3,33
7,1290328,9,4,27
7,1670140,12,10,37
7,1670509,18,10,19
7,3160023,17,1,45
7,4000312,17,5,34
7,4010157,10,5,30
7,4020078,6,1,23
7,4021351,17,10,30
7,4070764,2,8,34
7,4080061,1,3,19
7,4117935,11,4,48
7,4120030,7,8,29
7,4124518,9,2,17
7,4140742,16,10,13
7,4141987,4,8,26
7,4142371,16,9,45
7,4156092,7,1,17
7,4170681,2,3,48
7,6000473,9,9,43
7,6000573,10,9,36
7,6000969,8,7,22
7,6011211,3,9,26
7,6012626,7,9,15
7,6015457,14,2,11
7,6031681,13,1,13
7,6052664,19,6,33
7,6090351,2,5,33
7,6120343,14,10,37
7,6130254,10,3,48
7,6132171,7,9,17
7,6150292,18,8,33
7,5010686,7,4,12
7,5010729,3,5,28
7,6255877,18,3,29
7,6258653,17,3,50
7,6280218,9,10,10
7,6280952,20,1,38
7,6282298,3,9,47
7,6282301,16,6,12
7,6282309,7,1,41
7,6283610,3,6,40
7,6286396,17,10,28
7,6300032,19,1,18
7,6300303,14,3,16
7,6300323,10,6,40
7,3400042,13,3,36
7,3400216,7,1,12
7,3400243,13,7,49
7,3400290,18,3,39
7,3400320,4,3,30
7,3400390,19,1,42
7,3400393,11,1,12
7,3400506,4,9,10
7,3400513,3,9,45
7,3401934,5,8,27
7,3402171,19,9,14
8,0501522,6,4,14
8,0520253,20,9,30
8,0520991,7,9,41
8,0560132,15,5,27
8,0570096,12,8,13
8,0570098,10,8,39
8,0570914,8,5,30
8,0576000517,10,4,34
8,0580389,4,3,37
8,0850289,18,9,21
8,1370211,3,1,17
8,1390153,2,3,43
8,1390194,16,6,32
8,1390452,7,8,21
8,1000044,15,6,23
8,1000056,10,10,34
8,1000148,5,7,15
8,1000238,12,6,10
8,1000431,3,9,38
8,1000452,11,4,22
8,1000537,1,7,40
8,1000547,19,8,10
8,1090930,18,5,40
8,1193029,2,5,10
8,1270564,13,10,50
8,1290328,19,6,29
8,1670140,16,2,42
8,1670509,3,10,24
8,3160023,16,6,36
8,4000312,20,9,21
8,4010157,16,4,46
8,4020078,6,6,12
8,4021351,16,5,17
8,4070764,9,2,21
8,4080061,13,9,42
8,4117935,14,3,28
8,4120030,17,2,20
8,4124518,14,5,29
8,4140742,12,5,15
8,4141987,19,7,49
8,4142371,15,2,20
8,4156092,11,4,34
8,4170681,1,4,42
8,6000473,5,6,38
8,6000573,16,1,43
8,6000969,8,6,27
8,6011211,6,8,14
8,6012626,7,2,44
8,6015457,19,9,27
8,6031681,6,3,42
8,6052664,12,3,12
8,6090351,9,6,34
8,6120343,15,7,35
8,6130254,1,1,45
8,6132171,13,7,36
8,6150292,14,3,10
8,5010686,20,8,35
8,5010729,17,7,28
8,6255877,5,6,18
8,6258653,15,9,47
8,6280218,13,7,48
8,6280952,18,10,32
8,6282298,2,8,49
8,6282301,4,7,22
8,6282309,4,8,30
8,6283610,19,9,30
8,6286396,18,6,41
8,6300032,18,5,42
8,6300303,11,3,12
8,6300323,17,9,47
8,3400042,14,8,20
8,3400216,8,6,34
8,3400243,13,8,41
8,3400290,19,6,39
8,3400320,15,7,50
8,3400390,12,7,45
8,3400393,2,5,15
8,3400506,20,3,42
8,3400513,18,2,15
8,3401934,11,6,30
8,3402171,18,8,20
9,0501522,6,5,23
9,0520253,7,7,13
9,0520991,2,4,32
9,0560132,1,6,26
9,0570096,11,1,18
9,0570098,2,9,44
9,0570914,9,9,17
9,0576000517,9,9,35
9,0580389,8,9,15
9,0850289,20,7,13
9,1370211,19,4,19
9,1390153,13,10,42
9,1390194,12,3,19
9,1390452,4,4,32
9,1000044,13,10,31
9,1000056,19,6,15
9,1000148,15,4,50
9,1000238,18,1,26
9,1000431,6,10,16
9,1000452,8,6,31
9,1000537,8,5,49
9,1000547,9,7,31
9,1090930,7,8,11
9,1193029,11,8,12
9,1270564,12,4,28
9,1290328,6,10,50
9,1670140,4,7,44
9,1670509,8,7,31
9,3160023,18,8,42
9,4000312,5,10,18
9,4010157,3,7,35
9,4020078,5,3,45
9,4021351,8,3,24
9,4070764,16,2,48
9,4080061,19,8,31
9,4117935,1,9,37
9,4120030,8,9,23
9,4124518,16,7,42
9,4140742,14,8,23
9,4141987,8,1,29
9,4142371,1,1,31
9,4156092,10,5,12
9,4170681,4,9,30
9,6000473,20,7,12
9,6000573,12,9,30
9,6000969,7,6,22
9,6011211,20,4,44
9,6012626,15,7,40
9,6015457,13,4,24
9,6031681,18,5,15
9,6052664,9,1,17
9,6090351,12,7,21
9,6120343,2,3,15
9,6130254,2,9,40
9,6132171,16,9,35
9,6150292,8,10,18
9,5010686,1,8,12
9,5010729,13,6,35
9,6255877,11,4,48
9,6258653,17,6,46
9,6280218,20,2,29
9,6280952,19,2,29
9,6282298,8,9,13
9,6282301,2,8,37
9,6282309,14,3,22
9,6283610,9,1,38
9,6286396,6,1,16
9,6300032,17,8,44
9,6300303,6,9,36
9,6300323,11,10,27
9,3400042,19,10,35
9,3400216,3,9,45
9,3400243,11,1,41
9,3400290,9,4,38
9,3400320,12,7,47
9,3400390,9,5,42
9,3400393,5,10,44
9,3400506,6,10,28
9,3400513,12,4,31
9,3401934,18,3,34
9,3402171,9,2,14
10,0501522,7,10,43
10,0520253,14,4,49
10,0520991,8,9,46
10,0560132,1,4,37
10,0570096,7,1,14
10,0570098,1,3,47
10,0570914,16,7,23
10,0576000517,3,8,31
10,0580389,19,9,24
10,0850289,5,3,14
10,1370211,12,7,44
10,1390153,4,7,32
10,1390194,18,10,16
10,1390452,3,5,50
10,1000044,19,8,16
10,1000056,2,3,25
10,1000148,3,10,30
10,1000238,15,4,38
10,1000431,11,8,50
10,1000452,5,2,48
10,1000537,10,4,38
10,1000547,7,9,15
10,1090930,8,2,15
10,1193029,17,8,10
10,1270564,4,2,39
10,1290328,13,6,15
10,1670140,8,4,33
10,1670509,9,6,23
10,3160023,12,6,48
10,4000312,16,7,10
10,4010157,20,1,47
10,4020078,1,5,29
10,4021351,20,3,11
10,4070764,7,9,21
10,4080061,10,8,41
10,4117935,16,8,42
10,4120030,13,3,32
10,4124518,12,9,20
10,4140742,13,9,11
10,4141987,20,5,43
10,4142371,7,6,13
10,4156092,10,9,27
10,4170681,1,8,34
10,6000473,1,1,10
10,6000573,20,3,46
10,6000969,15,5,13
10,6011211,10,8,43
10,6012626,10,8,11
10,6015457,1,8,19
10,6031681,14,4,10
10,6052664,9,9,49
10,6090351,10,5,14
10,6120343,18,9,37
10,6130254,15,2,38
10,6132171,5,10,32
10,6150292,2,6,48
10,5010686,19,5,48
10,5010729,9,3,38
10,6255877,19,2,48
10,6258653,10,8,20
10,6280218,6,3,21
10,6280952,6,9,47
10,6282298,1,5,45
10,6282301,9,5,21
10,6282309,13,8,11
10,6283610,4,5,10
10,6286396,19,9,13
10,6300032,3,9,50
10,6300303,17,8,30
10,6300323,11,10,29
10,3400042,11,4,38
10,3400216,9,6,29
10,3400243,14,3,49
10,3400290,1,5,35
10,3400320,13,10,19
10,3400390,14,4,17
10,3400393,20,8,23
10,3400506,18,10,16
10,3400513,16,9,28
10,3401934,17,2,33
10,3402171,14,3,26
